"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Alveolar Macrophages",0.183716075156576,0.701461377870564,0.147331213699377,0.662388564283355,1.29304443242448,6,"TRIM25;GDA"
"Peritubular Myoid Cells",0.193116634799235,0.720968769917145,0.136490437780413,-0.623792518236855,-1.26897877311833,6,"APOA1;TMEM98"
"Neuroblasts",0.20162932790224,0.73447974351501,0.138022242496643,0.832171256755778,1.24841330064238,2,"ITGA6;MARK2"
"T Regulatory Cells",0.205479452054795,0.73447974351501,0.133554954557592,-0.835774396832348,-1.22604726063438,2,"MAF"
"Acinar Cells",0.224489795918367,0.735634922999017,0.138022242496643,-0.363383110383673,-1.16531048632861,36,"ALDOB;ACE2;SPINK1;FABP1;GSTA1;NR1H4;TM4SF5;GPX2;SLC5A1;PIGR;REG3A"
"Cajal-Retzius Cells",0.25678496868476,0.735634922999017,0.122107920287081,0.61878419581846,1.20792462674982,6,"RALGPS2;PABPN1;SMAD1;SLC25A36;KIF1B"
"Delta Cells",0.237995824634656,0.735634922999017,0.127505315300183,0.632637153067954,1.23496689500433,6,"UNC5B;GJB1;UCP2;USH1C;ATP1B1"
"Granulosa Cells",0.248995983935743,0.735634922999017,0.121543282035469,0.544194151185424,1.20280725287425,9,"EPHA2;DAB2IP;NCKAP1;PTPRF;CTTN"
"Loop Of Henle Cells",0.218253968253968,0.735634922999017,0.130105630751129,-0.756517705284833,-1.22405433475962,3,"PPP1R1B;ALDH2"
"Luminal Epithelial Cells",0.258347978910369,0.735634922999017,0.110122263835536,0.341914000712516,1.1295288340651,44,"MST1R;KRT18;HIF1A;KRT19;ITGB4;TFF3;AREG;PKP3;ST14;CDH1;KRT8;TMC4;EPCAM;DSP;EPS8L2;RHOD;CLDN4;SLC44A4"
